"","id","pd","mpd","mntd","retrieved_taxa","proportion_missing"
"9367","8629a4c57ffffff",8923.8716082862,298.066574935684,47.3893525161875,206,0.00485436893203883
"9368","8629a18efffffff",8739.72148810674,325.077696203444,64.6560810460495,159,0.00628930817610063
"9369","8628154e7ffffff",1668.430872003,530.0960584012,444.2679668012,5,0.2
"9370","862984a47ffffff",1096.147427,401.873528666667,330.158493333333,3,0.333333333333333
"9371","862802077ffffff",4945.75642600211,472.775105147176,105.242711446881,47,0.0212765957446809
"9372","862833c07ffffff",NA,NA,NA,0,Inf
"9373","86283089fffffff",9359.68247874478,289.069820389421,38.0298518929848,262,0.00381679389312977
"9374","8629acb9fffffff",905.201354,350.139879,350.139879,2,0.5
"9375","8629a9837ffffff",1047.5931050054,363.822538670267,271.1008393368,3,0.333333333333333
"9376","8629a64cfffffff",3377.49154249701,283.205435261032,39.7180755176263,56,0.0178571428571429
"9377","8629a3167ffffff",1668.89629300357,324.786190762369,67.7119697338175,15,0.0666666666666667
"9378","86281068fffffff",NA,NA,NA,1,1
"9379","86298c98fffffff",5139.39267199776,421.452397573246,120.703734294019,51,0.0196078431372549
"9380","862806c57ffffff",1706.59866700301,361.436630143608,247.002699000375,8,0.125
"9381","862800587ffffff",2288.007213003,955.613890762762,295.916466286143,7,0.142857142857143
"9382","862832117ffffff",4429.53290700583,276.461285654339,75.4761348226193,62,0.0161290322580645
"9383","8629ae417ffffff",3911.10141926105,298.910953577272,49.1765822705435,67,0.0149253731343284
"9384","8629ab0afffffff",2864.54687374221,305.274136003938,83.6609105848986,29,0.0344827586206897
"9385","8629a1677ffffff",1714.415644,372.493389928571,231.609202375,8,0.125
"9386","86281526fffffff",4508.24762400234,413.941628350952,181.201227000123,32,0.03125
"9387","862836cf7ffffff",NA,NA,NA,1,1
