"","names"
"156","Accipiter_gentilis"
"157","Passerina_amoena"
"158","Perisoreus_canadensis"
"159","Petrochelidon_pyrrhonota"
"160","Phainopepla_nitens"
"161","Pheucticus_melanocephalus"
"162","Polioptila_caerulea"
"163","Pooecetes_gramineus"
"164","Calidris_minutilla"
"165","Sitta_pygmaea"
"166","Tachycineta_bicolor"
"167","Toxostoma_redivivum"
"168","Tyrannus_tyrannus"
"169","Vireo_cassinii"
"170","Calypte_anna"
"171","Zonotrichia_atricapilla"
"172","Actitis_macularius"
"173","Aechmophorus_clarkii"
"174","Aegolius_acadicus"
"175","Aquila_chrysaetos"
"176","Arenaria_melanocephala"
"177","Asio_flammeus"
"178","Aythya_marila"
"179","Bucephala_islandica"
"180","Botaurus_lentiginosus"
"181","Bucephala_clangula"
"182","Buteo_jamaicensis"
"183","Buteo_lagopus"
"184","Buteo_lineatus"
"185","Buteo_regalis"
"186","Buteo_swainsoni"
"187","Calidris_alba"
"188","Calidris_canutus"
"189","Calidris_mauri"
"190","Cepphus_columba"
"191","Loxia_leucoptera"
"192","Baeolophus_inornatus"
"193","Calcarius_lapponicus"
"194","Contopus_cooperi"
"195","Mimus_polyglottos"
"196","Loxia_curvirostra"
"197","Troglodytes_aedon"
"198","Cyanocitta_stelleri"
"199","Poecile_atricapillus"
"200","Poecile_gambeli"
"201","Tachycineta_thalassina"
"202","Vireo_huttoni"
"203","Calidris_ptilocnemis"
"204","Catharus_ustulatus"
"205","Ammodramus_savannarum"
"206","Spinus_psaltria"
"207","Agelaius_phoeniceus"
"208","Aimophila_ruficeps"
"209","Leucosticte_tephrocotis"
"210","Molothrus_ater"
"211","Psaltriparus_minimus"
"212","Sitta_canadensis"
"213","Zonotrichia_albicollis"
"214","Branta_canadensis"
"215","Bubo_virginianus"
"216","Cairina_moschata"
"217","Callipepla_californica"
"218","Cathartes_aura"
"219","Corvus_brachyrhynchos"
"220","Meleagris_gallopavo"
"221","Mergus_merganser"
"222","Mergus_serrator"
"223","Oreortyx_pictus"
"224","Oxyura_jamaicensis"
"225","Podiceps_auritus"
"226","Podiceps_nigricollis"
"227","Sturnella_neglecta"
"228","Bucephala_albeola"
"229","Regulus_satrapa"
"230","Megaceryle_alcyon"
"231","Melozone_crissalis"
"232","Anser_albifrons"
"233","Butorides_striata"
"234","Aeronautes_saxatalis"
"235","Glaucidium_gnoma"
"236","Setophaga_coronata"
